customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered
6997,female,26-35,south,books,online,amazon,3,works fine but could be better.,neutral,13,yes,no
7003,other,60+,south,groceries,online,amazon,4,excellent product! exceeded expectations.,positive,34,yes,no
7046,male,60+,north,automobile,online,amazon,4,very satisfied with the quality.,positive,44,yes,no
7141,male,36-45,east,sports,online,amazon,2,customer service was unhelpful.,negative,44,yes,yes
7155,female,60+,central,home & kitchen,online,amazon,1,product stopped working after few days.,negative,22,yes,yes
7210,other,46-60,south,books,online,amazon,2,late delivery and poor packaging.,negative,8,yes,yes
7212,male,26-35,west,sports,online,amazon,3,neutral about the quality.,neutral,13,yes,no
7219,male,46-60,west,books,online,amazon,4,excellent product! exceeded expectations.,positive,17,yes,no
7233,female,18-25,central,beauty,online,amazon,5,"amazing experience, highly recommend!",positive,39,yes,no
7236,male,60+,north,sports,online,amazon,2,very disappointed with the quality.,negative,40,yes,yes
7258,female,26-35,south,beauty,online,amazon,4,great value for money.,positive,28,yes,no
7259,male,46-60,south,fashion,online,amazon,5,great value for money.,positive,60,no,no
7285,male,60+,east,fashion,online,amazon,1,late delivery and poor packaging.,negative,31,yes,yes
7301,other,46-60,west,travel,online,amazon,4,very satisfied with the quality.,positive,13,yes,no
7320,male,60+,west,beauty,online,amazon,5,"amazing experience, highly recommend!",positive,65,no,no
7333,female,26-35,west,travel,online,amazon,4,fast delivery and great packaging.,positive,4,yes,no
7354,male,46-60,central,electronics,online,amazon,3,"delivery was fine, product is decent.",neutral,14,yes,no
7369,male,60+,east,groceries,online,amazon,4,excellent product! exceeded expectations.,positive,20,yes,no
7372,male,18-25,north,beauty,online,amazon,5,fast delivery and great packaging.,positive,2,yes,no
7378,female,60+,north,books,online,amazon,2,very disappointed with the quality.,negative,32,yes,yes
7382,male,26-35,west,sports,online,amazon,3,works fine but could be better.,neutral,50,no,no
7410,male,36-45,south,books,online,amazon,3,works fine but could be better.,neutral,30,yes,no
7446,other,36-45,east,fashion,online,amazon,3,works fine but could be better.,neutral,50,no,no
7463,male,60+,west,fashion,online,amazon,4,great value for money.,positive,59,no,no
7470,male,60+,west,groceries,online,amazon,1,not worth the price.,negative,49,no,yes
7522,other,18-25,west,groceries,online,amazon,3,works fine but could be better.,neutral,35,yes,no
7529,other,36-45,east,travel,online,amazon,3,works fine but could be better.,neutral,11,yes,no
7558,other,46-60,north,books,online,amazon,1,not worth the price.,negative,3,yes,yes
7567,female,60+,south,sports,online,amazon,5,fast delivery and great packaging.,positive,19,yes,no
7572,other,46-60,south,fashion,online,amazon,4,great value for money.,positive,43,yes,no
7576,male,36-45,east,fashion,online,amazon,2,product stopped working after few days.,negative,16,yes,yes
7590,female,36-45,east,home & kitchen,online,amazon,2,product stopped working after few days.,negative,67,no,yes
7594,female,18-25,east,books,online,amazon,3,average experience overall.,neutral,21,yes,no
7633,other,46-60,east,groceries,online,amazon,1,customer service was unhelpful.,negative,43,yes,yes
7635,male,46-60,central,sports,online,amazon,3,works fine but could be better.,neutral,14,yes,no
7654,male,36-45,west,travel,online,amazon,1,product stopped working after few days.,negative,42,yes,yes
7684,female,46-60,east,automobile,online,amazon,1,customer service was unhelpful.,negative,46,yes,yes
7708,female,60+,central,automobile,online,amazon,1,very disappointed with the quality.,negative,2,yes,yes
7754,male,18-25,east,automobile,online,amazon,1,not worth the price.,negative,48,no,yes
7757,male,26-35,central,beauty,online,amazon,2,very disappointed with the quality.,negative,27,yes,yes
7763,female,26-35,south,automobile,online,amazon,1,very disappointed with the quality.,negative,43,yes,yes
7770,other,36-45,south,travel,online,amazon,5,very satisfied with the quality.,positive,46,yes,no
7772,male,26-35,west,travel,online,amazon,2,product stopped working after few days.,negative,37,yes,yes
7826,other,46-60,south,beauty,online,amazon,3,works fine but could be better.,neutral,34,yes,no
7835,other,26-35,west,sports,online,amazon,4,"amazing experience, highly recommend!",positive,52,no,no
7845,male,60+,central,books,online,amazon,4,excellent product! exceeded expectations.,positive,44,yes,no
7849,male,60+,east,books,online,amazon,1,not worth the price.,negative,20,yes,yes
7850,male,46-60,south,fashion,online,amazon,3,"delivery was fine, product is decent.",neutral,15,yes,no
7851,male,36-45,central,electronics,online,amazon,2,product stopped working after few days.,negative,33,yes,yes
7926,other,18-25,west,travel,online,amazon,2,customer service was unhelpful.,negative,17,yes,yes
7938,female,26-35,central,fashion,online,amazon,1,not worth the price.,negative,16,yes,yes
7943,female,60+,north,beauty,online,amazon,2,very disappointed with the quality.,negative,31,yes,yes
7949,female,60+,west,home & kitchen,online,amazon,3,average experience overall.,neutral,40,yes,no
7966,female,36-45,east,books,online,amazon,1,late delivery and poor packaging.,negative,61,no,yes
7990,male,18-25,north,sports,online,amazon,5,fast delivery and great packaging.,positive,41,yes,no
7993,other,26-35,north,electronics,online,amazon,4,excellent product! exceeded expectations.,positive,12,yes,no
8061,female,60+,north,beauty,online,amazon,5,"amazing experience, highly recommend!",positive,19,yes,no
8097,female,60+,west,sports,online,amazon,5,"amazing experience, highly recommend!",positive,21,yes,no
8113,male,46-60,north,groceries,online,amazon,3,average experience overall.,neutral,45,yes,no
8120,other,18-25,north,fashion,online,amazon,3,"delivery was fine, product is decent.",neutral,66,no,no
8149,male,18-25,east,electronics,online,amazon,4,excellent product! exceeded expectations.,positive,39,yes,no
8164,male,60+,east,automobile,online,amazon,5,excellent product! exceeded expectations.,positive,24,yes,no
8226,other,18-25,central,travel,online,amazon,1,late delivery and poor packaging.,negative,49,no,yes
8263,other,18-25,central,travel,online,amazon,4,excellent product! exceeded expectations.,positive,30,yes,no
8268,female,18-25,west,groceries,online,amazon,5,excellent product! exceeded expectations.,positive,16,yes,no
8293,male,46-60,west,electronics,online,amazon,4,"amazing experience, highly recommend!",positive,55,no,no
8314,other,36-45,north,beauty,online,amazon,4,excellent product! exceeded expectations.,positive,16,yes,no
8322,female,18-25,east,home & kitchen,online,amazon,3,"product is okay, nothing special.",neutral,14,yes,no
8334,male,46-60,south,automobile,online,amazon,3,average experience overall.,neutral,8,yes,no
8363,other,18-25,west,electronics,online,amazon,1,not worth the price.,negative,44,yes,yes
8381,male,46-60,south,fashion,online,amazon,5,great value for money.,positive,43,yes,no
8410,other,26-35,west,travel,online,amazon,4,"amazing experience, highly recommend!",positive,22,yes,no
8411,other,60+,north,fashion,online,amazon,4,fast delivery and great packaging.,positive,49,no,no
8412,other,36-45,north,automobile,online,amazon,2,very disappointed with the quality.,negative,19,yes,yes
8413,male,26-35,north,travel,online,amazon,5,excellent product! exceeded expectations.,positive,51,no,no
8418,female,46-60,west,travel,online,amazon,2,very disappointed with the quality.,negative,71,no,yes
8475,other,26-35,central,sports,online,amazon,1,late delivery and poor packaging.,negative,7,yes,yes
8496,male,60+,south,fashion,online,amazon,3,neutral about the quality.,neutral,16,yes,no
8506,male,26-35,west,electronics,online,amazon,3,neutral about the quality.,neutral,30,yes,no
8508,female,46-60,central,fashion,online,amazon,1,product stopped working after few days.,negative,58,no,yes
8533,male,18-25,central,home & kitchen,online,amazon,2,product stopped working after few days.,negative,2,yes,yes
8549,male,26-35,south,groceries,online,amazon,1,not worth the price.,negative,40,yes,yes
8572,male,36-45,west,groceries,online,amazon,4,great value for money.,positive,40,yes,no
8594,female,36-45,west,groceries,online,amazon,4,fast delivery and great packaging.,positive,59,no,no
8617,other,36-45,west,beauty,online,amazon,1,very disappointed with the quality.,negative,8,yes,yes
8623,other,18-25,east,travel,online,amazon,4,fast delivery and great packaging.,positive,49,no,no
8629,male,26-35,north,automobile,online,amazon,2,product stopped working after few days.,negative,65,no,yes
8649,other,60+,east,sports,online,amazon,3,average experience overall.,neutral,6,yes,no
8677,other,46-60,north,travel,online,amazon,2,very disappointed with the quality.,negative,50,no,yes
8709,female,46-60,central,automobile,online,amazon,5,excellent product! exceeded expectations.,positive,67,no,no
8758,other,26-35,central,fashion,online,amazon,4,fast delivery and great packaging.,positive,4,yes,no
8764,male,18-25,central,groceries,online,amazon,5,very satisfied with the quality.,positive,39,yes,no
8772,other,26-35,central,home & kitchen,online,amazon,4,fast delivery and great packaging.,positive,70,no,no
8773,female,36-45,south,travel,online,amazon,3,neutral about the quality.,neutral,61,no,no
8805,female,18-25,east,home & kitchen,online,amazon,3,works fine but could be better.,neutral,22,yes,no
8819,other,46-60,west,groceries,online,amazon,3,neutral about the quality.,neutral,32,yes,no
8820,male,46-60,west,automobile,online,amazon,2,customer service was unhelpful.,negative,16,yes,yes
8825,other,36-45,east,beauty,online,amazon,5,excellent product! exceeded expectations.,positive,8,yes,no
8839,other,26-35,central,sports,online,amazon,1,product stopped working after few days.,negative,13,yes,yes
8843,female,36-45,north,fashion,online,amazon,2,late delivery and poor packaging.,negative,2,yes,yes
8863,other,60+,west,beauty,online,amazon,3,average experience overall.,neutral,23,yes,no
8869,other,18-25,north,beauty,online,amazon,2,product stopped working after few days.,negative,26,yes,yes
8879,female,46-60,east,home & kitchen,online,amazon,3,average experience overall.,neutral,23,yes,no
8899,other,18-25,east,home & kitchen,online,amazon,1,customer service was unhelpful.,negative,10,yes,yes
8932,male,46-60,east,beauty,online,amazon,3,"delivery was fine, product is decent.",neutral,57,no,no
8940,male,36-45,south,books,online,amazon,4,very satisfied with the quality.,positive,65,no,no
8967,other,46-60,central,electronics,online,amazon,5,excellent product! exceeded expectations.,positive,27,yes,no
8970,other,36-45,central,books,online,amazon,4,very satisfied with the quality.,positive,44,yes,no
8977,other,36-45,north,sports,online,amazon,4,excellent product! exceeded expectations.,positive,6,yes,no
8992,female,18-25,south,electronics,online,amazon,3,"delivery was fine, product is decent.",neutral,17,yes,no
8997,male,46-60,south,books,online,amazon,3,average experience overall.,neutral,38,yes,no
9026,other,60+,south,travel,online,amazon,4,fast delivery and great packaging.,positive,57,no,no
9058,male,36-45,central,books,online,amazon,2,customer service was unhelpful.,negative,43,yes,yes
9082,male,36-45,west,automobile,online,amazon,4,fast delivery and great packaging.,positive,71,no,no
9099,female,60+,east,beauty,online,amazon,1,very disappointed with the quality.,negative,8,yes,yes
9188,male,18-25,central,electronics,online,amazon,5,"amazing experience, highly recommend!",positive,5,yes,no
9207,female,46-60,north,beauty,online,amazon,1,late delivery and poor packaging.,negative,8,yes,yes
9225,male,46-60,central,groceries,online,amazon,3,average experience overall.,neutral,48,no,no
9232,male,60+,west,fashion,online,amazon,3,average experience overall.,neutral,23,yes,no
9247,other,46-60,south,travel,online,amazon,5,excellent product! exceeded expectations.,positive,49,no,no
9251,female,18-25,east,groceries,online,amazon,1,product stopped working after few days.,negative,54,no,yes
9301,male,60+,east,beauty,online,amazon,3,average experience overall.,neutral,4,yes,no
9325,female,18-25,east,books,online,amazon,5,excellent product! exceeded expectations.,positive,21,yes,no
9340,male,18-25,central,electronics,online,amazon,2,very disappointed with the quality.,negative,67,no,yes
9359,other,60+,east,groceries,online,amazon,4,excellent product! exceeded expectations.,positive,20,yes,no
9370,other,36-45,east,electronics,online,amazon,3,"delivery was fine, product is decent.",neutral,3,yes,no
9408,female,18-25,east,home & kitchen,online,amazon,2,not worth the price.,negative,28,yes,yes
9417,female,26-35,north,books,online,amazon,2,customer service was unhelpful.,negative,21,yes,yes
9427,female,60+,east,electronics,online,amazon,4,excellent product! exceeded expectations.,positive,14,yes,no
9448,female,26-35,east,groceries,online,amazon,4,very satisfied with the quality.,positive,61,no,no
9455,male,18-25,central,travel,online,amazon,4,excellent product! exceeded expectations.,positive,14,yes,no
9456,male,36-45,east,beauty,online,amazon,4,excellent product! exceeded expectations.,positive,22,yes,no
9476,male,36-45,north,electronics,online,amazon,2,very disappointed with the quality.,negative,48,no,yes
9553,female,36-45,central,travel,online,amazon,3,"delivery was fine, product is decent.",neutral,15,yes,no
9626,female,18-25,central,groceries,online,amazon,4,very satisfied with the quality.,positive,33,yes,no
9667,female,26-35,central,sports,online,amazon,2,very disappointed with the quality.,negative,63,no,yes
9709,other,60+,west,home & kitchen,online,amazon,4,fast delivery and great packaging.,positive,55,no,no
9728,other,18-25,east,beauty,online,amazon,5,"amazing experience, highly recommend!",positive,32,yes,no
9741,female,26-35,east,fashion,online,amazon,2,very disappointed with the quality.,negative,67,no,yes
9746,other,46-60,east,travel,online,amazon,5,fast delivery and great packaging.,positive,14,yes,no
9783,other,36-45,central,sports,online,amazon,2,very disappointed with the quality.,negative,52,no,yes
9818,other,60+,north,automobile,online,amazon,2,not worth the price.,negative,5,yes,yes
9918,female,46-60,north,travel,online,amazon,1,product stopped working after few days.,negative,10,yes,yes
9938,male,46-60,south,home & kitchen,online,amazon,4,very satisfied with the quality.,positive,12,yes,no
9945,male,18-25,west,sports,online,amazon,1,customer service was unhelpful.,negative,19,yes,yes
9965,female,60+,south,electronics,online,amazon,4,fast delivery and great packaging.,positive,65,no,no
9970,male,60+,west,fashion,online,amazon,3,average experience overall.,neutral,15,yes,no
9973,female,26-35,west,groceries,online,amazon,1,product stopped working after few days.,negative,42,yes,yes
9975,female,26-35,north,travel,online,amazon,5,great value for money.,positive,59,no,no
10000,female,26-35,north,sports,online,amazon,3,average experience overall.,neutral,7,yes,no
10008,male,36-45,north,automobile,online,amazon,4,very satisfied with the quality.,positive,70,no,no
10013,female,26-35,central,fashion,online,amazon,4,"amazing experience, highly recommend!",positive,42,yes,no
10034,female,36-45,south,electronics,online,amazon,3,"product is okay, nothing special.",neutral,32,yes,no
10040,female,60+,east,home & kitchen,online,amazon,4,fast delivery and great packaging.,positive,51,no,no
10053,other,60+,central,books,online,amazon,4,fast delivery and great packaging.,positive,53,no,no
10070,female,18-25,north,books,online,amazon,2,not worth the price.,negative,26,yes,yes
10078,other,36-45,south,electronics,online,amazon,2,very disappointed with the quality.,negative,42,yes,yes
10153,female,60+,central,electronics,online,amazon,3,average experience overall.,neutral,7,yes,no
10167,female,18-25,east,groceries,online,amazon,1,late delivery and poor packaging.,negative,33,yes,yes
10171,male,46-60,west,travel,online,amazon,3,"product is okay, nothing special.",neutral,38,yes,no
10205,other,26-35,central,electronics,online,amazon,2,product stopped working after few days.,negative,67,no,yes
10214,male,60+,north,electronics,online,amazon,1,not worth the price.,negative,53,no,yes
10230,male,26-35,east,fashion,online,amazon,2,product stopped working after few days.,negative,43,yes,yes
10252,male,46-60,north,travel,online,amazon,5,excellent product! exceeded expectations.,positive,12,yes,no
10262,male,36-45,east,automobile,online,amazon,2,customer service was unhelpful.,negative,71,no,yes
10263,other,60+,north,fashion,online,amazon,3,"product is okay, nothing special.",neutral,35,yes,no
10267,male,36-45,south,fashion,online,amazon,1,product stopped working after few days.,negative,48,no,yes
10269,female,26-35,central,beauty,online,amazon,4,fast delivery and great packaging.,positive,61,no,no
10292,other,18-25,central,books,online,amazon,2,product stopped working after few days.,negative,23,yes,yes
10332,other,26-35,south,automobile,online,amazon,2,product stopped working after few days.,negative,3,yes,yes
10406,male,26-35,central,home & kitchen,online,amazon,1,customer service was unhelpful.,negative,60,no,yes
10410,male,60+,south,home & kitchen,online,amazon,4,very satisfied with the quality.,positive,15,yes,no
10428,other,36-45,east,sports,online,amazon,5,"amazing experience, highly recommend!",positive,69,no,no
10436,male,36-45,north,automobile,online,amazon,1,very disappointed with the quality.,negative,27,yes,yes
10476,male,46-60,central,fashion,online,amazon,1,product stopped working after few days.,negative,38,yes,yes
10479,female,26-35,central,groceries,online,amazon,5,"amazing experience, highly recommend!",positive,7,yes,no
10492,female,46-60,north,beauty,online,amazon,5,very satisfied with the quality.,positive,38,yes,no
10500,other,36-45,east,books,online,amazon,2,product stopped working after few days.,negative,45,yes,yes
10577,other,36-45,south,sports,online,amazon,1,very disappointed with the quality.,negative,40,yes,yes
10592,female,36-45,north,sports,online,amazon,4,very satisfied with the quality.,positive,58,no,no
10599,other,18-25,central,beauty,online,amazon,5,excellent product! exceeded expectations.,positive,49,no,no
10621,female,46-60,east,beauty,online,amazon,5,excellent product! exceeded expectations.,positive,37,yes,no
10623,other,36-45,central,fashion,online,amazon,2,product stopped working after few days.,negative,67,no,yes
10641,female,46-60,north,beauty,online,amazon,4,excellent product! exceeded expectations.,positive,62,no,no
10650,male,36-45,north,travel,online,amazon,4,"amazing experience, highly recommend!",positive,20,yes,no
10671,male,60+,east,automobile,online,amazon,3,neutral about the quality.,neutral,19,yes,no
10682,female,18-25,central,automobile,online,amazon,1,product stopped working after few days.,negative,21,yes,yes
10696,other,18-25,central,groceries,online,amazon,4,"amazing experience, highly recommend!",positive,67,no,no
10698,female,18-25,south,groceries,online,amazon,3,works fine but could be better.,neutral,53,no,no
10735,female,18-25,south,automobile,online,amazon,2,product stopped working after few days.,negative,37,yes,yes
10777,female,46-60,west,fashion,online,amazon,5,"amazing experience, highly recommend!",positive,27,yes,no
10781,male,46-60,west,electronics,online,amazon,4,very satisfied with the quality.,positive,20,yes,no
10794,male,60+,south,fashion,online,amazon,4,great value for money.,positive,14,yes,no
10805,female,26-35,central,groceries,online,amazon,4,"amazing experience, highly recommend!",positive,63,no,no
10806,female,60+,east,home & kitchen,online,amazon,1,late delivery and poor packaging.,negative,48,no,yes
10810,female,46-60,west,books,online,amazon,3,neutral about the quality.,neutral,68,no,no
10812,other,18-25,north,sports,online,amazon,5,fast delivery and great packaging.,positive,20,yes,no
10820,other,60+,north,electronics,online,amazon,5,great value for money.,positive,61,no,no
10822,male,46-60,west,books,online,amazon,3,neutral about the quality.,neutral,27,yes,no
10825,other,46-60,central,sports,online,amazon,3,average experience overall.,neutral,1,yes,no
10826,male,26-35,north,electronics,online,amazon,2,very disappointed with the quality.,negative,33,yes,yes
10830,other,36-45,west,travel,online,amazon,5,great value for money.,positive,35,yes,no
10861,male,18-25,east,fashion,online,amazon,1,not worth the price.,negative,9,yes,yes
10873,female,26-35,central,travel,online,amazon,1,very disappointed with the quality.,negative,40,yes,yes
10882,male,36-45,east,travel,online,amazon,2,late delivery and poor packaging.,negative,66,no,yes
10893,male,18-25,north,fashion,online,amazon,5,"amazing experience, highly recommend!",positive,60,no,no
10928,other,60+,east,fashion,online,amazon,1,late delivery and poor packaging.,negative,16,yes,yes
10932,other,46-60,west,books,online,amazon,2,customer service was unhelpful.,negative,51,no,yes
10945,female,46-60,north,automobile,online,amazon,5,"amazing experience, highly recommend!",positive,57,no,no
10958,female,60+,west,travel,online,amazon,1,customer service was unhelpful.,negative,5,yes,yes
10968,female,46-60,west,home & kitchen,online,amazon,1,late delivery and poor packaging.,negative,29,yes,yes
10974,other,18-25,south,books,online,amazon,5,excellent product! exceeded expectations.,positive,3,yes,no
10989,female,60+,central,automobile,online,amazon,4,great value for money.,positive,14,yes,no
10994,other,46-60,south,electronics,online,amazon,1,very disappointed with the quality.,negative,66,no,yes
11004,female,46-60,south,sports,online,amazon,5,excellent product! exceeded expectations.,positive,51,no,no
11035,female,26-35,west,books,online,amazon,5,great value for money.,positive,25,yes,no
11045,male,36-45,west,home & kitchen,online,amazon,3,average experience overall.,neutral,5,yes,no
11060,other,46-60,south,beauty,online,amazon,2,not worth the price.,negative,10,yes,yes
11064,other,60+,central,automobile,online,amazon,1,very disappointed with the quality.,negative,60,no,yes
11074,male,36-45,south,groceries,online,amazon,4,excellent product! exceeded expectations.,positive,69,no,no
11104,male,26-35,east,books,online,amazon,2,product stopped working after few days.,negative,33,yes,yes
11222,male,46-60,east,automobile,online,amazon,3,works fine but could be better.,neutral,54,no,no
11233,male,36-45,east,travel,online,amazon,4,excellent product! exceeded expectations.,positive,54,no,no
11247,male,18-25,west,electronics,online,amazon,3,"product is okay, nothing special.",neutral,63,no,no
11250,male,36-45,central,sports,online,amazon,3,"delivery was fine, product is decent.",neutral,19,yes,no
11252,female,36-45,east,electronics,online,amazon,5,very satisfied with the quality.,positive,69,no,no
11272,other,18-25,east,travel,online,amazon,3,"delivery was fine, product is decent.",neutral,12,yes,no
11292,male,26-35,central,automobile,online,amazon,1,late delivery and poor packaging.,negative,36,yes,yes
11334,male,60+,south,sports,online,amazon,4,great value for money.,positive,6,yes,no
11343,female,26-35,central,electronics,online,amazon,2,late delivery and poor packaging.,negative,29,yes,yes
11373,other,36-45,central,home & kitchen,online,amazon,2,not worth the price.,negative,65,no,yes
11438,male,26-35,north,electronics,online,amazon,3,average experience overall.,neutral,31,yes,no
11447,other,36-45,central,travel,online,amazon,2,not worth the price.,negative,34,yes,yes
11463,female,18-25,south,electronics,online,amazon,4,fast delivery and great packaging.,positive,48,no,no
11477,male,60+,central,beauty,online,amazon,4,fast delivery and great packaging.,positive,56,no,no
11481,male,36-45,north,sports,online,amazon,4,"amazing experience, highly recommend!",positive,29,yes,no
11482,other,36-45,north,sports,online,amazon,5,very satisfied with the quality.,positive,53,no,no
11500,other,26-35,east,electronics,online,amazon,3,works fine but could be better.,neutral,69,no,no
11524,other,46-60,west,automobile,online,amazon,5,very satisfied with the quality.,positive,8,yes,no
11525,female,46-60,north,groceries,online,amazon,3,"product is okay, nothing special.",neutral,3,yes,no
11537,female,26-35,east,sports,online,amazon,4,excellent product! exceeded expectations.,positive,23,yes,no
11560,male,26-35,north,travel,online,amazon,4,excellent product! exceeded expectations.,positive,41,yes,no
11563,other,36-45,north,books,online,amazon,2,customer service was unhelpful.,negative,59,no,yes
11583,male,18-25,west,home & kitchen,online,amazon,5,"amazing experience, highly recommend!",positive,55,no,no
11627,female,18-25,north,sports,online,amazon,3,"product is okay, nothing special.",neutral,41,yes,no
11679,male,26-35,north,fashion,online,amazon,5,excellent product! exceeded expectations.,positive,13,yes,no
11691,male,46-60,south,fashion,online,amazon,1,late delivery and poor packaging.,negative,56,no,yes
11723,female,36-45,east,automobile,online,amazon,5,great value for money.,positive,19,yes,no
11729,other,36-45,west,automobile,online,amazon,3,"delivery was fine, product is decent.",neutral,9,yes,no
11776,male,26-35,north,home & kitchen,online,amazon,4,excellent product! exceeded expectations.,positive,1,yes,no
11802,other,46-60,east,automobile,online,amazon,2,not worth the price.,negative,16,yes,yes
11820,male,46-60,south,groceries,online,amazon,1,product stopped working after few days.,negative,45,yes,yes
11862,other,46-60,south,fashion,online,amazon,2,customer service was unhelpful.,negative,34,yes,yes
11890,male,60+,east,fashion,online,amazon,4,fast delivery and great packaging.,positive,28,yes,no
11900,female,26-35,east,beauty,online,amazon,4,excellent product! exceeded expectations.,positive,66,no,no
11906,female,46-60,central,fashion,online,amazon,2,customer service was unhelpful.,negative,71,no,yes
11958,male,46-60,east,sports,online,amazon,3,"product is okay, nothing special.",neutral,32,yes,no
11962,female,46-60,north,travel,online,amazon,5,"amazing experience, highly recommend!",positive,37,yes,no
11979,other,18-25,west,books,online,amazon,4,very satisfied with the quality.,positive,24,yes,no
11997,male,36-45,east,beauty,online,amazon,5,excellent product! exceeded expectations.,positive,19,yes,no
11999,female,26-35,south,groceries,online,amazon,1,late delivery and poor packaging.,negative,63,no,yes
12004,male,46-60,west,books,online,amazon,4,"amazing experience, highly recommend!",positive,33,yes,no
12017,female,46-60,south,sports,online,amazon,5,excellent product! exceeded expectations.,positive,14,yes,no
12057,female,18-25,south,books,online,amazon,3,works fine but could be better.,neutral,20,yes,no
12077,other,46-60,central,groceries,online,amazon,3,"product is okay, nothing special.",neutral,52,no,no
12084,male,46-60,west,home & kitchen,online,amazon,1,customer service was unhelpful.,negative,69,no,yes
12136,male,26-35,central,beauty,online,amazon,2,not worth the price.,negative,6,yes,yes
12205,female,26-35,north,home & kitchen,online,amazon,2,not worth the price.,negative,43,yes,yes
12214,other,46-60,west,electronics,online,amazon,5,excellent product! exceeded expectations.,positive,7,yes,no
12227,male,46-60,central,groceries,online,amazon,5,excellent product! exceeded expectations.,positive,71,no,no
12230,female,36-45,central,beauty,online,amazon,4,fast delivery and great packaging.,positive,22,yes,no
12235,other,26-35,central,beauty,online,amazon,1,product stopped working after few days.,negative,59,no,yes
12254,male,36-45,south,travel,online,amazon,3,"product is okay, nothing special.",neutral,43,yes,no
12265,male,18-25,east,electronics,online,amazon,4,excellent product! exceeded expectations.,positive,9,yes,no
12269,male,18-25,east,travel,online,amazon,1,product stopped working after few days.,negative,50,no,yes
12272,male,46-60,south,fashion,online,amazon,3,average experience overall.,neutral,19,yes,no
12290,female,46-60,east,books,online,amazon,4,excellent product! exceeded expectations.,positive,28,yes,no
12292,female,26-35,south,fashion,online,amazon,5,great value for money.,positive,33,yes,no
12340,other,36-45,east,books,online,amazon,1,customer service was unhelpful.,negative,64,no,yes
12343,female,18-25,west,electronics,online,amazon,3,neutral about the quality.,neutral,46,yes,no
12348,female,46-60,south,books,online,amazon,4,great value for money.,positive,36,yes,no
12372,other,26-35,west,beauty,online,amazon,3,average experience overall.,neutral,39,yes,no
12392,female,60+,west,electronics,online,amazon,2,very disappointed with the quality.,negative,56,no,yes
12428,female,36-45,east,automobile,online,amazon,4,very satisfied with the quality.,positive,40,yes,no
12452,male,46-60,east,fashion,online,amazon,1,not worth the price.,negative,13,yes,yes
12460,female,46-60,central,books,online,amazon,3,average experience overall.,neutral,44,yes,no
12475,other,26-35,central,groceries,online,amazon,4,great value for money.,positive,50,no,no
12536,other,60+,central,home & kitchen,online,amazon,5,fast delivery and great packaging.,positive,52,no,no
12539,male,18-25,south,sports,online,amazon,1,late delivery and poor packaging.,negative,42,yes,yes
12547,other,60+,south,sports,online,amazon,5,fast delivery and great packaging.,positive,56,no,no
12592,other,60+,north,travel,online,amazon,4,"amazing experience, highly recommend!",positive,50,no,no
12621,other,36-45,west,groceries,online,amazon,4,"amazing experience, highly recommend!",positive,28,yes,no
12623,male,46-60,north,books,online,amazon,5,great value for money.,positive,69,no,no
12644,female,46-60,west,books,online,amazon,2,very disappointed with the quality.,negative,7,yes,yes
12668,female,36-45,east,automobile,online,amazon,2,not worth the price.,negative,55,no,yes
12698,female,60+,central,fashion,online,amazon,2,product stopped working after few days.,negative,5,yes,yes
12713,female,46-60,east,home & kitchen,online,amazon,2,not worth the price.,negative,1,yes,yes
12714,male,36-45,west,groceries,online,amazon,4,great value for money.,positive,21,yes,no
12726,female,60+,north,books,online,amazon,2,product stopped working after few days.,negative,26,yes,yes
12770,male,26-35,south,beauty,online,amazon,3,"delivery was fine, product is decent.",neutral,62,no,no
12783,female,46-60,north,electronics,online,amazon,4,fast delivery and great packaging.,positive,50,no,no
12803,male,46-60,west,electronics,online,amazon,4,"amazing experience, highly recommend!",positive,64,no,no
12813,female,46-60,south,books,online,amazon,1,customer service was unhelpful.,negative,43,yes,yes
12845,other,36-45,east,automobile,online,amazon,5,excellent product! exceeded expectations.,positive,66,no,no
12855,male,18-25,north,books,online,amazon,5,great value for money.,positive,61,no,no
12860,male,26-35,west,books,online,amazon,5,excellent product! exceeded expectations.,positive,22,yes,no
12892,male,60+,east,travel,online,amazon,4,fast delivery and great packaging.,positive,2,yes,no
12928,male,18-25,south,home & kitchen,online,amazon,2,very disappointed with the quality.,negative,19,yes,yes
12977,female,60+,south,travel,online,amazon,2,product stopped working after few days.,negative,33,yes,yes
13018,female,18-25,central,travel,online,amazon,4,very satisfied with the quality.,positive,65,no,no
13022,other,18-25,south,home & kitchen,online,amazon,1,late delivery and poor packaging.,negative,35,yes,yes
13027,male,36-45,south,home & kitchen,online,amazon,2,customer service was unhelpful.,negative,11,yes,yes
13090,male,26-35,north,sports,online,amazon,4,"amazing experience, highly recommend!",positive,67,no,no
13143,male,46-60,north,fashion,online,amazon,2,not worth the price.,negative,19,yes,yes
13151,male,26-35,south,automobile,online,amazon,1,late delivery and poor packaging.,negative,57,no,yes
13153,male,46-60,south,groceries,online,amazon,2,late delivery and poor packaging.,negative,60,no,yes
13160,other,26-35,north,groceries,online,amazon,2,late delivery and poor packaging.,negative,12,yes,yes
13181,other,60+,north,beauty,online,amazon,3,works fine but could be better.,neutral,26,yes,no
